POSTCODE,POSTAL_COMMERCIAL_PROPERTIES,ALL_COMMERCIAL,RESIDENTIAL_PROPERTIES
TD15 1JD,0,0,4
TD15 2YN,0,0,11
TD15 1LR,0,0,10
NE22 5AF,0,0,4
NE65 7QL,1,1,0
NE23 1TA,0,0,15
NE24 2SL,0,0,9
NE61 2JT,0,0,21
NE61 1DP,0,0,6
NE65 8BG,0,0,44
NE25 0HN,0,0,35
NE61 2HJ,0,0,29
NE23 3TT,0,0,11
NE69 7BQ,0,0,6
NE23 8EU,0,0,23
TD15 2XP,0,0,14
NE66 2AG,0,0,4
NE66 1EY,0,0,0
NE61 2HL,0,0,35
NE61 2TR,0,0,34
NE61 2XR,0,0,14
TD12 4RW,0,0,13
NE65 9LF,0,0,1
NE20 9HU,0,0,23
NE46 4JH,4,4,0
NE65 7ND,1,1,7
NE24 4BE,0,0,41
NE23 8HQ,0,0,15
NE25 0EF,0,0,27
NE23 6LH,0,0,13
NE25 0JG,0,0,71
NE26 4JQ,0,0,22
NE24 4PW,0,0,6
NE25 0RN,0,0,44
NE23 7TR,0,0,31
NE24 3PR,0,0,15
NE61 5JX,1,1,9
TD15 1QT,0,0,8
NE24 5PN,0,0,30
NE23 6NQ,0,0,21
TD15 1RQ,0,0,9
TD15 2LN,0,0,9
NE24 2UE,0,0,17
TD15 2HF,0,0,3
NE23 8DH,0,0,20
NE66 2DJ,3,3,0
NE23 6TX,0,0,10
TD15 2NA,0,0,12
NE23 6EW,0,0,17
TD15 2RE,0,0,12
NE42 6RA,1,1,12
TD15 2JH,0,0,69
NE23 6HF,0,0,7
NE23 6HG,0,0,16
TD15 1RT,0,0,5
TD15 1SA,0,0,4
NE23 8EN,0,0,10
TD15 2HP,0,0,2
NE65 9BG,0,0,4
CA8 7HD,1,1,2
NE26 4JP,0,0,8
NE23 2AQ,0,0,22
NE23 6PF,0,0,18
TD15 2EB,0,0,53
NE18 0QR,0,0,1
NE18 0QW,0,0,4
NE19 2HS,0,0,5
NE19 2BB,1,1,4
NE23 1PN,0,0,11
TD15 2EH,0,0,53
NE23 6ND,0,0,29
NE23 3YS,0,0,6
CA8 7JT,0,0,6
CA8 7LD,0,0,6
NE23 8EF,0,1,11
NE23 6ER,0,0,3
TD15 2EJ,0,0,43
NE18 0BB,0,0,3
NE23 1TB,0,0,13
TD15 2EL,0,0,24
NE19 2AB,1,1,2
NE25 0PD,0,0,40
NE19 1AJ,0,0,1
NE19 1BP,0,0,1
CA8 7JG,0,0,10
NE23 6ES,0,0,22
NE20 0DR,0,0,2
NE20 0SW,0,0,2
NE20 0SE,0,0,1
NE20 0SN,0,0,6
NE20 9QG,0,0,41
NE20 9DR,0,0,24
NE23 2XP,0,0,35
NE24 3RB,0,0,32
NE25 0BU,0,0,26
NE23 1ER,0,0,10
NE19 2SX,0,0,1
NE19 2RZ,0,0,1
NE23 2XE,0,0,24
NE23 6NA,0,0,12
NE23 3YT,0,0,19
NE20 0RX,0,0,3
NE20 9EX,0,0,28
NE23 2FB,0,0,13
NE20 9LZ,0,0,15
NE20 0EA,0,0,10
NE23 6SZ,0,0,10
NE23 8HJ,0,0,28
NE15 0BY,0,0,44
NE20 0AZ,0,0,6
NE19 1LG,0,0,1
NE23 6LJ,0,0,23
NE20 9RY,0,0,11
NE15 0QE,2,2,2
CA8 7PE,0,0,2
NE23 7TZ,0,0,19
NE20 9EF,0,0,44
NE66 2HD,0,0,3
NE66 2LT,0,0,1
NE66 2NH,0,0,26
NE66 1BE,0,0,42
NE66 1RS,0,0,17
NE24 5QQ,0,0,32
NE25 0TF,0,0,5
NE23 6BD,0,0,8
NE20 9EZ,0,0,48
NE23 6DQ,0,0,20
DH8 9RR,0,0,2
NE23 8HE,0,0,33
NE26 4DG,0,0,34
NE23 8HG,0,0,30
NE25 0JQ,0,0,31
NE24 4DY,0,0,9
NE66 1NG,0,0,2
NE20 9UX,0,0,22
NE23 8EA,0,0,7
NE66 1UF,0,0,5
NE66 1LJ,0,0,8
NE20 9JG,0,0,16
DH8 9LZ,1,1,4
NE66 2AA,0,0,3
NE66 2AZ,0,0,1
NE25 0JW,0,0,34
NE26 4HT,0,0,15
NE24 5NQ,0,0,12
NE25 0HZ,0,0,60
NE23 3SZ,0,0,32
NE20 9AS,1,1,15
NE25 0NG,0,0,36
NE25 0NJ,0,0,41
NE24 5QH,0,0,19
NE23 6NX,0,0,13
NE26 4JD,0,0,10
NE23 1NA,0,0,6
NE25 0HP,0,0,12
NE23 2YN,0,0,16
NE24 4EH,0,0,7
NE25 0LA,0,0,18
NE23 6RW,0,0,62
NE66 2NF,0,0,8
NE25 0JS,0,0,14
NE25 0RG,0,0,16
NE23 8DS,0,0,19
NE66 2UX,0,0,6
NE23 3LU,0,0,6
NE20 9AU,0,0,14
NE66 1UT,0,0,2
NE66 2HX,0,0,19
NE23 3AZ,0,0,2
NE66 1RW,0,0,12
NE18 0QH,0,0,1
NE23 3TZ,0,0,24
NE18 0LD,0,0,2
NE66 2XL,0,0,19
NE25 0PA,0,0,26
NE20 9RG,0,0,5
NE66 1QX,0,0,5
NE66 1DG,0,0,11
NE66 3TD,0,0,4
NE23 6LZ,0,0,4
NE66 4XX,0,0,2
NE25 0LQ,0,0,8
NE25 0PN,0,0,5
NE66 1XR,0,0,12
NE66 1RG,0,0,10
NE23 7TG,0,0,3
NE66 3PF,0,0,1
NE66 3XL,0,0,18
NE66 2SY,0,0,3
NE66 3QB,0,0,19
NE23 2YP,0,0,28
NE24 2SH,0,0,20
NE23 8EB,0,0,15
NE23 1RE,0,0,14
NE66 2ED,0,0,4
NE23 8DG,0,0,9
NE66 2XU,0,0,18
NE25 0EU,1,1,10
NE66 3JW,0,0,3
NE45 5EP,0,0,2
NE61 1SQ,0,0,24
NE66 5PT,0,0,11
NE66 4JH,0,0,1
NE61 3DJ,0,0,9
NE23 3JB,0,0,4
NE25 0BJ,0,0,19
NE23 7DH,0,0,16
NE61 2YP,0,0,5
NE23 7RS,0,0,18
NE25 0SE,0,0,10
NE61 3LW,0,0,1
NE61 2XZ,0,0,14
NE23 1DP,0,0,5
NE61 6NP,0,0,9
NE61 3PL,0,0,7
NE61 3NE,0,0,1
NE25 0LZ,0,0,14
NE61 3PT,0,0,5
NE61 3PZ,0,0,3
NE61 3JQ,0,0,1
NE61 6LL,0,0,6
NE61 2YS,0,0,5
NE61 2BA,0,0,12
NE61 2XS,0,0,10
NE61 2UQ,0,0,15
NE61 2BG,0,0,19
NE61 1BT,0,0,3
NE61 2QU,0,0,6
NE61 2XN,0,0,21
NE61 6NB,0,0,1
NE61 6AE,0,0,6
NE61 2SF,0,0,17
NE61 6SF,0,0,12
NE61 6XE,0,0,5
NE61 2LF,0,0,6
NE61 1TQ,0,0,7
NE61 2QH,0,0,5
NE66 1SA,0,0,8
NE61 6NZ,0,0,4
TD15 1TX,3,3,0
NE71 6XA,0,0,2
NE18 0LE,0,0,6
NE46 3JR,0,0,41
NE49 0JQ,0,0,1
TD15 2UU,0,0,0
NE45 5EN,0,0,2
NE62 5JG,0,0,3
NE70 7QD,1,1,13
NE45 5JT,0,0,4
NE63 8LF,0,0,5
NE23 1AY,0,0,3
NE65 0WU,1,1,0
NE42 5AN,0,0,7
NE24 4RX,0,0,18
NE24 4TN,0,0,4
NE61 5BX,0,2,0
NE65 9SN,1,1,53
NE66 3SU,0,0,2
NE71 6RA,0,0,2
NE45 5DF,1,1,13
NE65 9LB,0,0,1
NE66 1JR,0,0,6
NE68 7YA,0,0,21
NE65 0PZ,0,0,15
NE65 0BS,0,0,28
NE66 3NR,0,0,18
NE65 7JL,0,0,1
NE66 2TU,0,0,4
NE65 0GF,0,0,21
NE65 0HZ,0,0,22
NE65 0GA,0,0,60
NE65 7YW,0,0,2
NE65 7PR,0,0,1
NE67 5AB,1,1,1
NE65 0SF,0,0,0
NE66 2JQ,0,0,1
NE65 7AX,0,0,2
NE65 7YD,0,0,5
TD15 1DS,2,2,0
NE66 4LL,0,0,1
NE65 9PH,0,0,3
NE65 7EL,0,0,7
NE65 0BE,0,0,10
NE65 8RR,0,0,1
NE65 7XX,0,0,10
NE66 3HW,2,2,4
NE65 8RL,0,0,2
NE65 7DT,0,0,5
NE61 4PN,0,0,1
NE66 4XR,0,0,1
NE61 6GD,0,0,1
NE66 1DY,0,0,24
NE65 7EB,0,0,6
NE65 0JY,0,0,8
NE71 6XH,0,0,3
NE47 5NA,0,0,2
NE70 7PA,0,0,20
NE65 0AU,0,0,7
NE65 7HT,0,0,1
NE65 0UQ,0,0,1
NE65 0US,0,0,8
NE65 0PB,0,0,13
TD12 4ST,0,0,7
NE65 7LP,0,0,34
NE65 0QF,0,0,8
NE46 2DH,0,0,5
NE46 3PR,1,1,18
NE70 7ES,0,0,10
NE65 8DH,0,0,3
NE65 9QS,0,0,6
NE70 7DB,0,0,26
TD15 2WZ,0,0,3
NE65 0RF,0,0,15
NE65 0NX,0,0,9
TD12 4SD,1,1,3
NE65 7LS,0,0,4
NE66 3FJ,0,0,0
NE65 7HR,0,0,13
NE41 8DZ,0,0,24
NE65 0UY,0,0,16
NE65 9DH,0,0,21
NE65 7RF,0,0,4
NE70 7HB,0,0,1
NE66 4EE,0,0,1
NE24 5SY,1,1,0
TD15 2FE,0,0,20
NE22 6FB,0,0,0
NE48 1LQ,1,1,0
NE22 6FE,0,0,0
NE65 9BX,0,0,12
NE22 6FG,0,0,0
NE67 5HF,0,0,4
NE67 5LA,0,0,3
NE65 0SH,0,0,13
NE71 6RH,0,0,2
NE71 6AT,0,0,4
NE65 9RR,0,0,12
NE61 3BH,0,0,7
NE61 5AF,0,0,11
NE47 9LQ,0,0,9
NE61 5YH,0,0,8
NE65 8QH,0,0,1
NE61 5TZ,0,0,14
NE61 5TU,0,0,29
NE61 5QR,0,0,27
TD15 1RB,0,0,4
NE68 7UG,0,0,4
NE65 9QL,0,0,2
NE61 5LT,0,0,28
NE61 5TP,0,0,16
NE61 4LE,0,0,1
NE61 4PD,0,0,1
NE49 0NG,0,0,0
NE68 7UW,0,0,3
NE61 5XW,0,0,13
NE42 5DT,1,1,22
TD12 4XF,0,0,1
NE65 9SH,0,0,1
NE65 9TJ,0,0,57
NE71 6HL,0,0,1
NE61 5JG,0,0,12
NE61 5PD,0,0,8
NE65 9RQ,0,0,43
NE65 9DN,0,0,8
NE65 9TL,0,0,20
NE65 8JQ,0,0,2
NE61 4JD,0,0,1
NE61 5BD,0,0,3
NE61 5HY,0,0,6
NE65 9DP,0,0,11
NE71 6JA,0,0,1
NE61 5SA,0,0,7
NE65 9SL,0,0,28
NE61 4HA,0,0,3
NE65 9TD,0,0,13
NE65 9EZ,0,0,4
NE65 9RU,0,0,14
NE61 5LU,0,0,1
NE65 9TB,0,0,19
NE65 9YN,0,0,4
NE65 9UN,0,0,2
NE61 5HT,0,0,4
NE61 5DZ,1,1,8
NE61 5BF,0,0,10
NE61 5BZ,0,0,10
NE71 6DQ,0,0,6
NE61 5NL,0,0,2
NE48 3HA,0,0,4
NE61 6BG,0,0,4
NE61 6NQ,0,0,4
NE18 0BQ,0,0,1
NE65 9SW,0,0,20
NE61 6EY,0,0,8
NE61 3UP,0,0,1
NE20 9TP,1,1,1
NE20 9XP,0,0,8
NE49 0HY,0,0,2
NE49 0LE,0,0,1
NE49 9JT,0,0,1
NE46 4HR,1,1,4
NE46 3BU,0,0,51
NE48 3BF,0,0,6
NE42 5JD,0,0,6
NE46 3EF,0,0,22
NE48 3PR,0,0,1
NE17 7AY,0,0,1
NE48 1LZ,0,0,1
NE47 9JG,0,0,1
NE48 2SE,1,1,1
NE19 2SL,0,0,1
NE46 2JA,0,0,44
NE46 4PZ,0,0,28
NE49 0AW,0,0,12
NE48 4EB,0,0,5
NE45 5ES,0,0,40
NE46 2HR,0,0,7
NE45 5JX,0,0,45
NE48 2JN,0,0,2
NE48 2SG,0,0,12
NE49 9PJ,0,0,3
NE48 3HS,0,0,1
NE48 3HP,0,0,1
NE48 3AH,0,0,4
NE47 0AG,0,0,5
NE47 5AT,0,0,6
NE47 6DB,0,0,1
NE43 7AB,0,0,1
NE47 0AS,0,0,2
NE46 4HL,0,0,1
NE48 3PY,0,0,1
NE48 3JB,0,0,5
NE47 5NE,0,0,2
NE47 9JF,0,0,1
NE49 0HZ,0,0,2
NE48 3BH,0,0,1
NE20 9LT,0,0,6
NE46 3EL,0,0,3
NE67 5HT,0,0,3
NE67 5HJ,0,0,4
NE47 8HL,0,0,1
NE61 6DR,0,0,1
NE48 1LL,0,0,1
NE47 6HB,0,0,6
NE46 2BG,0,0,9
NE46 2BW,0,0,25
NE42 5AU,0,0,32
NE46 3HE,0,0,5
NE46 4RX,0,0,48
NE46 2NY,0,0,12
NE46 3SH,0,0,5
NE48 3LL,0,0,7
NE46 2QA,0,0,27
NE46 3LE,0,0,20
NE46 3QG,0,0,4
NE46 1JL,0,0,10
NE46 3JP,0,0,12
NE47 5DU,0,0,28
NE46 1DW,0,0,23
NE42 5AB,0,0,4
NE49 9DT,0,0,16
NE47 9HT,0,0,6
NE46 2AZ,0,0,28
NE46 3SQ,0,0,18
NE48 3NR,0,0,2
NE46 2AR,0,0,20
NE49 0AR,0,0,4
NE46 3EY,0,0,3
NE43 7DE,0,0,1
NE43 7BL,0,0,1
NE48 2AE,0,0,2
NE46 3BA,0,0,15
NE48 3HN,0,0,4
NE45 5PP,0,0,2
NE45 5QG,0,0,4
NE45 5PF,0,0,2
NE47 8LD,0,0,2
NE47 6ED,0,0,5
NE48 1JY,0,0,2
NE48 3AU,0,0,4
NE46 4BW,1,1,1
NE46 2HS,0,0,14
NE43 7QP,0,0,46
NE42 6LQ,0,0,21
NE43 7LE,0,0,15
NE42 6AP,0,0,26
NE42 6EQ,0,0,18
NE42 6RB,0,0,32
NE42 6LS,0,0,73
NE41 8EP,0,0,4
NE47 6AH,0,0,12
NE41 8HB,0,0,48
NE42 5EF,0,0,38
NE44 6HS,0,0,7
NE43 7JW,0,0,7
NE42 6DU,0,0,6
NE44 6ET,0,0,12
NE42 5PQ,0,0,11
NE41 8JR,0,0,3
NE48 3LF,0,0,4
NE45 5HN,0,0,4
NE42 5BL,0,0,7
NE42 5EB,0,0,32
NE42 6NU,0,0,29
NE43 7NL,0,0,35
NE42 5LL,0,0,9
NE42 5QE,0,0,6
NE47 6BL,0,0,2
NE42 5EJ,0,0,22
NE42 5DL,0,0,21
NE49 0EW,0,0,3
NE48 2DY,0,0,21
NE45 5AL,0,0,5
NE47 6AG,0,0,10
NE42 5BD,0,0,8
NE44 6HQ,0,0,2
NE46 3QA,0,0,5
NE46 4AB,0,0,4
NE42 5QS,0,0,7
NE42 5AG,0,0,26
NE49 9AZ,0,0,16
NE43 7NH,0,0,2
NE42 5HQ,0,0,2
NE46 3DN,0,0,1
NE49 0QJ,0,0,1
NE46 2JG,0,0,3
NE41 8BL,0,0,4
NE46 3HD,0,0,4
NE41 8EG,0,0,11
NE46 4AQ,1,1,3
NE43 7PQ,0,0,22
NE49 0EN,0,0,1
NE49 9HU,0,0,4
NE44 6DS,0,0,2
NE42 6QH,0,0,28
NE49 0AG,0,0,4
NE42 5DP,0,0,17
NE46 3BE,0,0,1
NE49 0PJ,0,0,1
NE42 5JU,0,0,3
NE48 2BW,0,0,4
NE46 3HG,0,0,3
NE46 3AU,0,0,5
NE46 3EA,0,0,6
NE46 2EL,0,0,15
NE46 4JX,0,0,2
NE46 2DW,0,0,6
NE42 5LQ,0,0,4
NE42 5AS,0,0,14
NE47 5DJ,0,0,4
NE42 5PP,0,0,2
NE46 4DD,0,0,13
NE45 5SA,0,0,1
DH8 9TQ,0,0,5
NE42 5PX,2,2,15
NE61 5PL,0,0,13
NE15 0QA,0,0,1
NE46 4RJ,0,0,1
NE46 3AB,0,0,6
NE48 2AW,0,1,3
NE43 7DH,0,0,23
NE41 8EF,0,0,10
NE43 7BE,0,0,1
NE48 3JA,0,0,1
NE48 1AD,0,0,1
NE47 8HN,0,0,1
NE46 4QS,0,0,1
NE61 3SG,0,0,4
NE61 4NY,0,0,4
NE61 5JL,0,0,5
NE61 6PR,0,0,6
NE46 1RF,0,0,3
NE47 9DN,0,0,2
NE47 9NX,0,0,2
NE47 7DY,0,0,3
NE46 4TG,0,0,2
NE47 9SG,0,0,2
NE47 0HN,0,0,1
NE47 0HW,0,0,1
NE48 1PF,0,0,1
NE61 4LB,0,0,3
NE65 9UF,0,0,2
NE65 9UE,0,0,24
NE61 4JH,0,0,2
NE65 9QR,0,0,1
NE65 9RN,0,0,5
NE61 6HP,0,0,5
NE43 7UG,0,0,1
NE67 5HL,0,0,3
NE48 1BT,0,1,0
NE66 2AR,0,0,1
NE66 1RN,0,0,2
NE66 4YB,0,0,2
NE66 4PH,1,1,1
NE23 1DJ,1,1,0
NE61 5EE,0,0,6
NE13 6DG,1,1,7
NE48 2BB,0,0,2
NE61 6PU,0,0,1
TD12 4TB,0,0,3
TD12 4QJ,0,0,5
CA8 7HH,0,0,1
NE20 9NU,0,0,1
CA8 7NN,0,0,4
NE47 7DG,0,0,2
NE71 6XL,1,1,1
NE19 1LL,0,0,9
NE49 0HA,0,1,3
NE61 5UJ,0,0,11
NE61 5EL,0,0,2
NE65 0BN,0,0,5
NE43 7UN,2,2,1
NE71 6HN,0,0,1
NE20 0HH,0,0,1
NE24 4JY,0,0,0
NE24 4GP,0,0,0
NE61 3BN,0,1,0
NE24 3BS,1,1,0
NE64 6AJ,1,1,0
NE24 1AQ,7,7,0
NE23 6QP,1,1,0
NE63 8UE,1,2,0
NE65 8DJ,1,1,0
NE24 4GE,0,0,4
NE44 6AZ,0,0,1
TD15 1AH,0,0,0
NE70 7LW,0,0,0
NE23 6FB,0,0,11
NE66 5PW,0,0,1
NE23 7FG,0,0,12
NE24 1JG,0,0,7
NE24 5QJ,0,0,4
NE24 4UD,0,0,0
NE46 1PL,0,0,0
NE47 6LS,0,0,0
NE24 1PB,0,0,0
NE23 9FL,0,0,0
TD15 2UT,0,0,0
NE61 4BX,0,0,0
NE66 2EG,0,0,0
NE47 5BF,0,0,0
NE65 7XU,0,0,0
NE24 4NQ,0,0,0
NE61 5DL,0,0,0
NE71 6LQ,3,3,7
NE46 4LW,0,0,11
NE23 1AF,0,0,15
NE49 0DF,6,6,6
NE65 0JW,5,5,31
NE66 3TY,1,1,4
NE65 8BN,0,0,5
TD15 2PP,1,1,10
NE67 5HD,1,1,4
NE24 4GG,0,0,0
NE61 1AJ,3,3,2
NE63 9YE,0,0,12
NE26 4QX,2,3,7
NE24 3HL,0,0,21
NE22 6AN,1,1,18
TD15 2EG,0,0,8
TD15 1RY,0,0,12
NE23 7XT,0,0,6
NE24 4GN,0,0,23
NE24 4SP,0,0,16
NE23 6AZ,0,0,30
NE49 9NW,6,6,26
NE45 5BA,3,5,16
NE46 1NQ,22,22,10
NE66 4TD,0,0,4
NE26 4BL,0,0,33
NE26 4BP,0,0,22
NE49 9JR,0,0,4
NE63 9AE,23,24,5
NE19 1AF,5,6,4
NE41 8ED,1,1,3
NE20 0DY,3,3,12
NE71 6SN,10,11,1
NE48 4AA,5,6,20
NE45 5PX,0,0,5
NE20 0AG,1,1,16
DH8 9JE,0,0,2
NE24 5TJ,0,0,34
NE62 5XE,2,3,6
NE49 0LT,2,2,22
NE47 5DN,1,1,12
NE20 0JD,0,0,48
NE20 0JB,0,0,6
NE66 1PY,2,2,4
NE70 7HS,3,3,8
NE65 8QZ,4,4,2
NE26 4QU,0,0,24
NE26 4BQ,0,0,14
NE61 1DZ,0,0,9
NE24 3PP,0,0,2
NE22 6AR,0,0,6
NE66 2SG,2,2,0
NE46 3RY,1,2,20
NE46 4BA,1,1,1
NE49 9NQ,0,0,4
NE22 5EJ,0,0,22
NE22 7DZ,0,0,14
NE46 1TT,1,1,6
NE61 6TE,0,0,39
NE61 6TP,0,0,24
NE23 3BL,0,0,11
NE24 3JG,0,0,22
NE22 6LL,0,0,6
NE19 1JT,4,4,0
NE61 6YN,0,0,28
NE69 7DD,6,6,15
NE48 2JS,1,1,8
NE63 9LT,0,0,24
NE47 6AF,0,1,3
NE22 6HG,0,0,26
NE22 5JW,0,0,12
NE63 0QW,0,0,50
NE22 5HX,0,0,6
NE63 0XJ,0,0,20
NE64 6UX,2,2,47
NE22 6LP,0,0,36
NE22 5AP,0,0,34
NE63 0QA,1,1,50
NE15 0NT,7,7,26
NE61 3NH,1,1,4
NE63 9LD,0,0,25
NE68 7BD,1,1,16
NE65 0TZ,0,0,19
TD15 1LT,2,2,0
NE61 4AR,3,3,3
NE62 5XH,0,0,7
NE63 9QS,0,0,20
NE66 1JH,8,8,5
NE61 4ET,0,0,12
NE64 6QA,0,0,4
NE63 8XP,0,0,30
NE62 5NH,0,0,36
NE61 6AN,0,0,4
NE64 6SS,0,0,8
NE22 6NT,0,0,52
NE63 8UD,0,0,15
NE61 2BW,0,0,37
NE42 5PW,3,4,7
TD15 2GT,0,0,10
NE63 9AG,3,3,3
NE63 8NJ,0,0,26
NE22 6NQ,0,0,3
NE24 1SD,5,7,31
NE61 6JF,1,1,0
NE46 3DG,1,1,0
NE46 1NJ,9,11,0
NE47 9EA,8,8,0
NE22 7DQ,18,21,0
NE70 7ED,8,8,12
NE66 4AA,0,0,10
NE66 2XF,0,2,5
NE71 6JJ,1,1,8
NE42 6DE,4,4,6
NE42 6PJ,8,8,0
NE26 4DJ,0,0,6
NE66 3XW,0,0,1
NE66 4RN,0,0,4
NE48 2BT,0,0,7
NE65 8BB,0,0,3
NE47 8DN,0,0,4
NE47 8DP,0,0,1
NE47 8DQ,1,1,10
TD15 2LD,1,1,14
TD15 1AT,10,11,3
TD15 2SR,5,5,8
DH8 9LR,0,0,4
NE24 4JR,0,0,27
NE46 4BJ,2,2,12
NE24 4GT,0,0,54
TD15 1TB,39,39,0
NE62 5DT,0,0,22
NE63 9LA,6,6,22
NE22 5YT,0,0,30
NE66 2HG,4,4,1
NE22 5PT,1,1,42
NE63 0HW,0,0,12
NE66 2SD,8,8,27
NE63 0SW,3,3,28
NE23 1WF,67,67,0
NE63 8HZ,1,1,37
NE64 6BG,2,2,34
NE63 9UU,0,0,6
NE64 6AW,0,0,24
NE66 3TN,2,2,14
NE71 6QG,1,3,79
NE64 6BH,0,0,39
NE61 6YP,0,0,10
NE61 6YJ,0,0,19
NE61 6YF,0,0,28
NE23 3LJ,0,0,13
NE23 1EB,2,2,0
NE23 1WD,17,17,0
NE64 6AZ,0,0,13
NE48 4DL,0,0,3
NE63 8PD,5,5,28
NE48 1RP,2,3,11
NE62 5LU,2,2,2
NE63 8DT,0,0,56
NE71 6TQ,0,0,9
NE70 7EE,11,12,33
NE65 9AU,0,0,1
NE63 0BE,0,0,29
NE23 6XW,29,35,0
NE47 0BX,4,4,5
NE62 5TJ,2,2,10
NE20 9SD,45,46,0
NE62 5PL,0,0,29
DH8 9SJ,0,0,5
NE62 5YB,0,0,24
NE66 2QG,1,1,15
NE63 8ES,0,0,8
NE63 9ES,1,1,13
NE63 9YD,1,1,2
NE64 6RN,0,0,32
NE61 6RP,0,0,2
NE62 5LA,0,0,24
NE62 5QG,0,0,5
NE62 5RT,0,0,5
NE71 6HG,1,1,12
NE62 5PD,0,0,21
NE46 1BH,6,6,16
NE63 9QP,0,0,15
NE46 1RA,0,0,8
NE67 5GH,17,17,21
NE63 9TD,0,0,23
TD15 2PA,1,1,5
NE64 6HU,0,0,32
NE66 2BS,0,0,3
NE62 5NW,0,0,23
NE66 1XE,0,0,1
NE63 8DL,0,0,12
NE46 2EW,0,0,6
NE46 2JY,0,0,15
NE46 4PX,0,0,4
NE63 0BX,0,0,40
NE63 9DL,0,0,14
TD12 4RB,1,1,16
NE65 8HY,0,0,4
NE22 5UP,0,0,37
NE71 6LF,4,5,4
NE64 6PN,1,1,27
NE63 0QE,1,1,44
NE63 8BQ,0,0,34
NE62 5TH,0,0,5
NE61 6SJ,1,1,3
NE63 9SQ,0,0,48
NE64 6BB,0,0,16
NE61 2HX,1,1,26
NE24 1QZ,0,0,12
NE24 1QH,0,0,1
NE65 0YG,6,6,8
NE61 5LD,5,5,8
NE61 5JY,1,1,5
NE66 4BW,2,2,8
NE64 6RH,0,0,18
NE64 6PB,0,0,6
NE63 9AS,2,3,35
NE47 9PS,2,2,0
NE65 0HN,1,1,6
NE63 0QB,1,1,48
NE20 9NT,0,0,20
NE65 8EQ,1,1,6
NE67 5BS,16,16,55
NE61 6UN,0,0,33
NE61 4ES,0,0,9
NE23 1HG,7,7,22
NE62 5LX,0,0,14
NE64 6LD,0,0,16
NE23 3GW,0,0,18
NE65 9EP,2,2,3
NE20 0BB,4,4,3
NE63 8RQ,0,0,41
NE68 7RG,4,4,1
NE63 8SB,0,0,12
NE63 0QN,1,1,3
NE61 6QW,1,1,1
NE64 6NY,1,1,9
NE65 0HR,0,0,18
NE63 9DN,0,0,52
NE22 7LR,0,0,30
NE63 8AQ,0,0,16
NE61 2DU,0,0,46
NE63 0QX,3,3,29
DH8 9JN,2,3,19
NE63 9QR,0,0,22
NE20 0JN,0,0,2
NE66 3UP,4,4,5
NE66 3QH,1,1,20
NE67 5AL,1,1,24
NE65 0EA,5,5,24
NE62 5HP,0,0,37
NE43 7RY,0,1,16
DH8 9TJ,2,2,3
NE45 5HT,0,0,3
NE48 2EB,2,2,7
NE22 7EH,0,0,6
NE65 7NE,1,1,2
NE65 8AR,5,5,8
NE63 9PU,0,0,32
NE63 9PW,0,0,22
NE22 7LS,0,0,32
NE62 5EZ,0,0,23
NE45 5PZ,1,2,13
NE22 5QS,0,0,4
NE47 0BL,0,1,5
NE47 9HE,0,1,4
NE70 7QP,4,4,2
NE63 9FD,0,0,37
NE63 0LX,1,1,16
NE63 9PT,0,0,17
NE22 5UG,0,0,21
NE46 2EE,2,2,0
NE62 5UR,2,2,12
NE22 5UR,0,0,29
NE42 5NQ,1,1,13
NE63 0QG,0,0,9
NE45 5DB,2,2,7
TD15 2PQ,2,2,16
NE63 9PH,0,0,8
NE62 5JT,0,0,37
NE22 5RE,0,0,22
NE24 4LE,0,0,18
NE61 6TA,0,0,20
NE24 3LB,3,3,22
NE42 5HJ,22,23,7
NE66 3SZ,6,6,12
NE43 7SS,1,1,6
NE63 8XS,0,0,7
NE43 7EE,0,0,8
NE63 9AR,0,0,16
NE63 9EU,1,1,27
TD15 2UL,6,6,29
NE62 5DQ,0,0,12
NE62 5DH,0,0,6
NE47 9NP,0,0,7
NE65 9YG,14,15,0
NE43 7BG,16,16,8
NE66 3QR,0,0,4
NE63 0QS,2,2,8
NE47 6AD,0,0,45
NE47 5HF,0,1,9
DH8 9SB,0,0,5
NE64 6HY,0,0,18
TD15 1DG,2,2,0
NE65 8UL,1,1,2
NE65 7EY,15,16,3
NE61 2DS,0,0,24
NE22 7AJ,5,5,2
DH8 9TF,0,0,2
NE22 6BF,0,0,2
NE22 5PD,0,0,7
TD15 2NR,0,0,14
NE22 5AL,0,0,13
NE22 5TB,0,0,5
NE24 5HS,0,0,36
NE22 5RZ,0,0,6
NE61 3JN,3,5,2
NE66 3PW,3,3,4
NE65 0XY,0,0,6
NE62 5EN,0,0,35
NE62 5AR,0,0,13
NE19 1NQ,3,3,4
NE20 9HJ,0,0,23
NE20 0SL,0,0,6
NE61 5HX,0,0,10
NE20 9EG,1,1,43
NE22 5DG,0,0,8
NE47 0HP,0,1,9
NE65 0DH,2,2,16
NE22 7AY,0,0,11
NE43 7LP,5,5,22
NE66 4SD,2,3,7
NE61 3AD,0,0,1
NE61 1EF,0,0,3
TD15 2QG,4,6,13
NE71 6NF,1,1,8
NE65 0AS,9,9,21
NE63 9TP,0,0,15
NE63 0AN,1,1,20
NE48 1PE,2,2,11
NE62 5AH,0,0,16
NE22 6DN,0,0,18
